Subject ,Age,Sex,ChoiceCondition,ExcCondition,leftprice,rightprice,response,resPrice,chosentype,rt,social over non ,nonsocial over social ,friends over fam,fam over s/o,s/o over friends,fam over friends,friends over s/o,s/o over fam,enjoy,ums avg,ums aff,ums int,person,thing,P-T,OPC sum,sns online support,sns online victim,sns in person victim,bis,bas drive,bas fun,bas reward responsiveness,iri sum,iri pt,iri fantasy, iri empathy,iri personal distress,rse,aq,mspss avg,mspss sig other,mspss fam,mspss friend,bad-good,sad-happy,tense-relaxed,accepted-rejected,,,"%socia, chosen total",%social chosen pre,%social chosen post,$pre social (SvNS & SvS),$Pre nonsocial,$post social(SvN & SvS),$post nonsocial,$pre total,$post total,$social total,$nonsocial total,Spre social (SvNS),$Post social (NvS),% Change Pre-Post,$Pre SvS,$Post SvS,$Social Total (SvNS)
exc22,18,0,1,1,0.04,0.02,2,0.02,1,1.434565073,7,2,3,4,4,5,5,3,6,2.63,2.44,2.8,28,11,17,48,31,9,9,19,11,14,14,51,13,9,19,10,20,14,4.83,6,4.5,5.25,6,5,7,6,,,0.859,0.857,0.86,1.88,0.18,1.97,0.1,2.06,2.07,3.85,0.28,1.22,1.31,-0.003,0.66,0.66,2.53
exc22,18,0,1,1,0.05,0.03,1,0.05,1,2.18521813,7,2,3,4,4,5,5,3,6,2.63,2.44,2.8,28,11,17,48,31,9,9,19,11,14,14,51,13,9,19,10,20,14,4.83,6,4.5,5.25,6,5,7,6,,,0.859,0.857,0.86,1.88,0.18,1.97,0.1,2.06,2.07,3.85,0.28,1.22,1.31,-0.003,0.66,0.66,2.53
exc22,18,0,1,1,0.02,0.05,2,0.05,1,2.63496392,7,2,3,4,4,5,5,3,6,2.63,2.44,2.8,28,11,17,48,31,9,9,19,11,14,14,51,13,9,19,10,20,14,4.83,6,4.5,5.25,6,5,7,6,,,0.859,0.857,0.86,1.88,0.18,1.97,0.1,2.06,2.07,3.85,0.28,1.22,1.31,-0.003,0.66,0.66,2.53
exc22,18,0,1,1,0.01,0.03,2,0.03,1,1.834378401,7,2,3,4,4,5,5,3,6,2.63,2.44,2.8,28,11,17,48,31,9,9,19,11,14,14,51,13,9,19,10,20,14,4.83,6,4.5,5.25,6,5,7,6,,,0.859,0.857,0.86,1.88,0.18,1.97,0.1,2.06,2.07,3.85,0.28,1.22,1.31,-0.003,0.66,0.66,2.53
exc22,18,0,1,1,0.02,0.03,1,0.02,1,2.584763983,7,2,3,4,4,5,5,3,6,2.63,2.44,2.8,28,11,17,48,31,9,9,19,11,14,14,51,13,9,19,10,20,14,4.83,6,4.5,5.25,6,5,7,6,,,0.859,0.857,0.86,1.88,0.18,1.97,0.1,2.06,2.07,3.85,0.28,1.22,1.31,-0.003,0.66,0.66,2.53
exc22,18,0,1,1,0.05,0.01,2,0.01,1,2.268474772,7,2,3,4,4,5,5,3,6,2.63,2.44,2.8,28,11,17,48,31,9,9,19,11,14,14,51,13,9,19,10,20,14,4.83,6,4.5,5.25,6,5,7,6,,,0.859,0.857,0.86,1.88,0.18,1.97,0.1,2.06,2.07,3.85,0.28,1.22,1.31,-0.003,0.66,0.66,2.53
exc22,18,0,1,1,0.01,0.02,2,0.02,1,2.634796594,7,2,3,4,4,5,5,3,6,2.63,2.44,2.8,28,11,17,48,31,9,9,19,11,14,14,51,13,9,19,10,20,14,4.83,6,4.5,5.25,6,5,7,6,,,0.859,0.857,0.86,1.88,0.18,1.97,0.1,2.06,2.07,3.85,0.28,1.22,1.31,-0.003,0.66,0.66,2.53
exc22,18,0,1,1,0.02,0.04,2,0.04,1,1.984543722,7,2,3,4,4,5,5,3,6,2.63,2.44,2.8,28,11,17,48,31,9,9,19,11,14,14,51,13,9,19,10,20,14,4.83,6,4.5,5.25,6,5,7,6,,,0.859,0.857,0.86,1.88,0.18,1.97,0.1,2.06,2.07,3.85,0.28,1.22,1.31,-0.003,0.66,0.66,2.53
exc22,18,0,1,1,0.03,0.01,2,0.01,1,2.601345209,7,2,3,4,4,5,5,3,6,2.63,2.44,2.8,28,11,17,48,31,9,9,19,11,14,14,51,13,9,19,10,20,14,4.83,6,4.5,5.25,6,5,7,6,,,0.859,0.857,0.86,1.88,0.18,1.97,0.1,2.06,2.07,3.85,0.28,1.22,1.31,-0.003,0.66,0.66,2.53
exc22,18,0,1,1,0.03,0.05,1,0.03,1,2.901661233,7,2,3,4,4,5,5,3,6,2.63,2.44,2.8,28,11,17,48,31,9,9,19,11,14,14,51,13,9,19,10,20,14,4.83,6,4.5,5.25,6,5,7,6,,,0.859,0.857,0.86,1.88,0.18,1.97,0.1,2.06,2.07,3.85,0.28,1.22,1.31,-0.003,0.66,0.66,2.53
exc22,18,0,1,1,0.02,0.05,1,0.02,1,1.417871571,7,2,3,4,4,5,5,3,6,2.63,2.44,2.8,28,11,17,48,31,9,9,19,11,14,14,51,13,9,19,10,20,14,4.83,6,4.5,5.25,6,5,7,6,,,0.859,0.857,0.86,1.88,0.18,1.97,0.1,2.06,2.07,3.85,0.28,1.22,1.31,-0.003,0.66,0.66,2.53
exc23,22,0,0,0,0.04,0.03,2,0.03,0,1.668276281,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.05,0.01,2,0.01,1,2.60114367,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.01,0.04,2,0.04,0,2.418240125,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.03,0.02,2,0.02,1,3.351240318,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.05,0.02,2,0.02,1,2.81803728,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.03,0.01,NA,NA,NA,NA,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.03,0.05,1,0.03,0,2.968065132,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.03,0.03,2,0.03,0,2.451105866,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.02,0.03,2,0.03,0,2.067611887,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.01,0.05,1,0.01,0,1.901222388,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.04,0.05,1,0.04,0,1.717991654,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.01,0.02,1,0.01,0,1.600953639,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.02,0.04,2,0.04,1,2.201331897,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.01,0.01,2,0.01,1,2.217731799,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.05,0.01,2,0.01,0,3.201594084,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.01,0.05,1,0.01,0,3.068007811,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.01,0.04,1,0.01,0,1.951088916,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.05,0.02,2,0.02,0,1.934904858,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.04,0.04,1,0.04,1,3.551724073,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.02,0.01,2,0.01,1,2.00140424,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.04,0.02,2,0.02,1,2.050802065,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.03,0.02,2,0.02,0,2.200931308,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.05,0.03,1,0.05,1,3.40171706,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.02,0.05,1,0.02,1,2.868366289,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.04,0.01,2,0.01,1,1.65182195,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.04,0.01,2,0.01,1,2.918574624,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.05,0.03,2,0.03,1,2.151058561,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.03,0.01,1,0.03,1,2.951653411,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.05,0.01,NA,NA,NA,NA,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.05,0.03,2,0.03,0,3.051611641,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.02,0.05,1,0.02,0,2.851516346,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.01,0.03,1,0.01,1,2.367384876,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.01,0.04,1,0.01,0,2.234289699,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.01,0.02,2,0.02,0,1.61761604,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.03,0.05,2,0.05,0,2.934547812,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.02,0.05,1,0.02,1,1.867736481,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.02,0.04,2,0.04,0,3.035364448,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.02,0.03,1,0.02,0,3.368279671,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.02,0.02,2,0.02,1,2.217979991,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.02,0.01,2,0.01,1,2.417962698,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.03,0.03,2,0.03,0,2.952249629,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.02,0.02,2,0.02,1,2.551604954,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.05,0.01,2,0.01,1,2.25130106,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.04,0.03,2,0.03,0,2.634651038,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.03,0.04,1,0.03,0,1.801425575,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.01,0.03,2,0.03,0,2.601914058,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.05,0.02,2,0.02,0,1.617482925,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.01,0.05,1,0.01,0,1.718214031,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.01,0.05,2,0.05,0,3.435178397,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,0,0,0.04,0.01,1,0.04,1,3.13506298,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,1,0,0.01,0.01,1,0.01,1,1.884543504,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,1,0,0.03,0.02,2,0.02,1,2.684578213,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,1,0,0.02,0.05,NA,NA,NA,NA,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,1,0,0.04,0.02,2,0.02,1,3.451522006,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,1,0,0.02,0.01,2,0.01,1,2.534711779,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,1,0,0.01,0.05,1,0.01,1,2.13442695,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,1,0,0.03,0.01,2,0.01,1,2.66815654,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,1,0,0.02,0.05,1,0.02,1,2.768222071,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,1,0,0.01,0.03,2,0.03,1,1.834223203,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,1,0,0.05,0.03,1,0.05,1,2.217700387,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,1,0,0.03,0.05,1,0.03,1,2.11776766,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
exc23,22,0,1,0,0.05,0.01,2,0.01,1,3.434869247,4,4,2,6,6,7,2,1,6,2.42,3,1.9,27,5,22,43,31,21,30,24,8,11,15,62,15,15,20,12,20,19,7,7,7,7,,4,4,5,,,0.436,0.438,0.435,0.9,0.68,0.98,0.58,1.58,1.56,1.88,1.26,0.45,0.47,0.003,0.45,0.51,0.92
